SAL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SAL41556,5,0,3,10,3,12,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,18,0,0,0,0,0,0,6,7,18,0,0,0,26,17,40
SAL41557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41558,0,0,0,7,4,15,0,0,0,0,0,0,0,0,0,12,18,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,0,0,0,0,0,0,24,35,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,18,51,0,0,0,0,0,0,31,18,54,0,0,5,65,55,117
SAL41559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,38,0,0,0,0,0,0,18,24,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,26,0,0,0,0,0,0,13,10,26,0,0,0,28,37,69
SAL41560,12,13,24,4,19,23,0,0,0,0,0,0,0,0,0,105,124,231,0,0,0,75,84,160,0,0,0,0,0,0,3,8,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,11,22,8,8,10,0,0,0,203,257,462,4,7,18,6,13,18,0,0,0,0,0,0,9,10,18,0,0,0,8,12,19,149,149,301,0,0,4,0,0,7,147,153,301,18,17,35,406,474,881
SAL41561,0,0,0,12,4,20,0,0,0,0,0,0,0,0,0,10,5,16,0,0,3,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,20,0,0,0,0,0,0,39,35,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,36,90,0,0,0,0,0,0,51,36,90,16,10,25,106,80,184
SAL41562,0,0,3,16,15,28,0,0,0,0,0,3,0,0,0,11,13,30,0,0,0,0,0,0,0,0,0,0,0,0,13,10,26,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,13,12,29,7,3,6,0,0,0,68,61,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,67,62,128,0,0,0,5,6,7,74,64,136,6,7,15,153,133,291
SAL41563,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,7,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,35,0,0,0,0,0,0,21,15,35,0,0,0,27,19,47
SAL41564,23,27,53,220,302,518,0,0,0,33,49,87,0,0,0,505,576,1081,6,4,8,170,166,333,7,3,9,0,0,0,30,61,90,7,12,18,7,9,16,5,13,19,20,15,33,0,0,3,0,0,0,87,121,211,53,70,125,4,0,0,1165,1401,2563,26,22,49,15,24,38,0,0,0,0,0,0,25,22,47,3,4,9,28,28,53,1138,1004,2137,5,3,12,0,6,11,1146,1014,2163,131,118,250,2541,2632,5175
SAL41565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,4,0,10,0,0,0,10,3,15
SAL41566,58,71,125,58,71,129,0,0,0,19,17,34,0,0,0,486,498,982,0,0,5,262,282,542,12,13,18,0,0,3,20,12,34,0,0,0,7,10,15,5,9,14,0,3,6,0,0,5,0,0,0,24,54,81,29,47,74,6,0,6,939,1013,1953,25,7,34,143,102,248,3,0,4,0,0,0,15,12,30,5,3,10,17,15,34,856,793,1644,6,8,16,0,4,8,866,804,1670,103,71,170,2150,2094,4242
SAL41567,18,25,39,8,27,34,0,0,0,10,4,10,0,0,0,154,163,323,4,4,5,69,74,141,0,0,0,0,0,0,10,3,15,4,6,4,4,0,6,4,0,4,4,0,6,0,0,0,0,0,0,15,22,38,14,24,32,0,0,0,297,329,628,34,18,52,28,22,45,0,0,0,0,0,0,10,16,24,6,12,13,14,24,37,335,331,669,3,0,9,0,0,0,344,334,678,44,42,82,766,794,1560
SAL41568,21,34,59,325,397,727,0,0,0,58,93,149,0,0,0,841,1002,1846,3,8,11,187,166,354,5,14,18,14,7,19,50,58,109,3,10,16,7,17,22,51,57,112,28,28,53,0,8,8,0,0,0,178,267,444,67,71,135,4,0,7,1833,2210,4034,14,13,24,23,16,40,0,0,0,0,0,0,8,13,24,5,4,14,17,17,37,1147,1106,2247,3,5,15,0,4,8,1154,1119,2271,152,152,300,3207,3559,6768
SAL41569,11,25,38,108,190,300,0,0,0,19,34,58,0,0,0,387,404,789,0,0,0,58,64,127,6,7,9,0,3,11,27,47,76,0,0,0,6,6,15,40,37,78,8,13,19,5,6,6,3,0,5,84,93,175,44,51,101,0,0,0,804,966,1771,3,11,13,10,9,22,4,0,4,0,0,0,0,0,0,5,8,7,5,8,10,639,616,1254,4,10,14,0,5,7,649,624,1272,54,58,109,1538,1696,3236
SAL41570,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,13,0,0,0,0,0,0,9,9,13,6,3,7,15,7,25
SAL41571,12,15,22,13,19,30,0,0,0,3,11,19,0,0,0,94,117,210,0,0,0,49,46,95,0,0,3,0,0,0,12,3,12,8,9,18,4,0,5,7,4,8,0,3,3,0,0,0,0,0,0,4,10,16,5,17,18,0,0,0,206,233,440,40,30,69,26,16,43,0,0,4,0,0,0,31,32,63,0,3,0,35,33,64,195,184,383,0,0,0,0,0,0,198,186,380,22,31,48,545,540,1087
SAL41572,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,7,0,3,0,0,0,8,5,7
SAL41573,13,22,36,109,122,227,0,0,0,12,24,31,4,3,10,194,250,436,4,6,11,50,68,124,0,0,0,0,0,0,20,24,43,0,0,0,3,5,5,8,13,20,10,11,24,0,5,6,0,0,0,78,103,182,30,29,57,3,0,6,532,661,1186,30,25,58,8,7,12,0,0,0,0,0,0,7,9,14,0,3,9,10,14,20,570,586,1162,5,0,3,0,8,8,574,595,1169,49,32,74,1213,1355,2564
SAL41574,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,12,11,25,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,23,0,0,0,0,0,0,34,30,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,43,0,0,0,0,0,0,27,15,43,13,4,21,72,48,121
SAL41575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,3,4,10,3,0,3,13,10,16
SAL41576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,7,0,5,0,0,0,9,6,19
SAL41577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,15,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,14,22,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,39,66,0,0,0,0,0,0,33,39,66,12,3,12,53,58,111
SAL41578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,0,0,0,0,0,0,7,3,9,0,0,0,10,8,12
SAL41579,0,0,0,11,7,18,0,0,0,0,0,3,0,0,0,20,8,26,0,0,0,0,0,0,0,0,0,0,0,0,11,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,0,0,0,0,0,0,50,30,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,31,73,0,0,0,0,6,6,38,32,75,20,12,27,110,82,194
SAL41580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
SAL41581,0,0,0,4,4,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,14,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,16,0,0,0,0,0,0,7,8,16,0,4,6,20,32,54
SAL41582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,5,4,9
SAL41583,0,0,0,7,21,32,0,0,0,0,4,5,0,0,0,10,15,28,0,0,0,0,0,3,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,21,3,3,12,0,0,0,43,55,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,77,182,0,0,0,0,0,0,101,77,182,14,17,31,157,152,313
SAL41584,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,0,0,0,6,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,11,12,23,0,0,0,0,0,0,11,12,23,0,0,0,24,21,48
SAL41585,10,12,21,136,122,254,0,0,0,15,26,42,0,3,3,305,349,651,0,8,3,23,28,51,11,15,19,0,5,3,18,37,50,0,0,0,0,3,5,25,19,48,21,15,38,4,3,14,0,5,5,78,80,157,47,56,98,0,0,0,688,754,1442,24,18,44,8,8,19,0,0,0,0,0,0,6,7,9,7,11,12,8,13,22,963,795,1753,5,3,12,0,3,3,967,797,1764,150,150,300,1855,1760,3609
SAL41586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41587,3,8,13,58,64,121,0,0,0,11,14,30,0,0,0,153,193,340,0,0,0,10,8,19,0,5,7,5,0,3,9,10,21,0,0,0,3,0,8,11,19,31,18,18,29,3,6,5,0,4,5,19,31,51,25,19,45,0,0,0,322,391,714,18,13,25,10,12,21,0,0,0,0,0,0,7,4,9,0,5,5,7,7,19,537,535,1073,10,3,6,0,0,0,542,540,1079,51,40,92,953,1009,1961
SAL41588,9,11,19,173,234,405,0,0,0,28,42,66,0,0,0,408,435,841,7,5,10,33,22,51,13,24,36,8,8,15,37,44,82,4,0,0,17,16,35,33,42,77,30,34,61,10,8,16,7,8,15,92,145,237,62,70,132,0,0,0,935,1134,2073,39,26,58,16,11,28,0,0,0,0,0,0,12,13,24,8,10,15,22,15,39,1830,1680,3509,4,0,11,8,8,18,1843,1689,3537,286,257,535,3148,3144,6288
SAL41589,13,15,24,95,86,181,0,0,0,12,19,28,0,0,0,209,221,432,0,4,4,9,14,28,0,0,0,6,0,6,25,22,47,4,0,3,3,5,5,21,23,46,24,20,40,0,9,6,0,0,0,62,86,147,34,40,74,0,0,0,506,542,1046,9,6,7,6,3,14,0,0,0,0,0,0,9,6,9,0,3,5,4,6,16,671,589,1257,4,3,7,0,4,8,682,594,1275,79,71,148,1297,1240,2540
SAL41590,16,25,32,204,250,456,0,0,0,32,41,75,0,0,0,391,491,883,6,8,10,28,34,60,9,17,26,7,5,13,53,55,110,0,0,0,12,18,35,29,41,70,28,61,90,0,14,14,5,4,3,100,124,232,45,51,96,0,0,0,964,1223,2185,4,9,10,19,13,27,9,3,5,0,0,0,4,4,5,18,18,36,20,23,43,1853,1629,3484,4,3,9,0,0,5,1860,1642,3500,350,324,666,3226,3247,6476
SAL41591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,21,0,0,0,0,0,0,14,8,21,5,6,13,27,26,50
SAL41592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,17,0,0,0,0,0,0,13,10,17,0,4,5,20,18,41
SAL41593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,4,7,0,0,5,7,4,5
SAL41594,0,0,0,7,4,15,0,0,0,0,0,3,0,0,0,9,13,28,7,4,6,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,19,0,0,0,0,0,0,40,39,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,34,70,0,0,0,0,0,0,37,34,70,6,4,10,74,78,153
SAL41595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,5,5,0,0,0,18,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,20,48,0,0,0,0,0,0,31,20,48,6,4,13,49,48,96
SAL41596,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,21,0,4,3,0,0,0,10,13,26,4,4,4,19,19,40
SAL41597,0,0,0,4,5,4,0,0,0,0,0,0,0,0,0,11,9,19,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,4,10,0,3,4,0,0,0,21,27,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,0,0,0,0,0,0,8,3,11,0,0,0,29,30,59
SAL41598,0,0,0,7,6,14,0,0,0,0,0,0,0,0,0,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,3,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,9,8,5,6,0,0,0,32,30,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,32,62,0,0,0,0,0,0,37,32,62,5,4,13,72,66,136
SAL41599,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,3,3,5,0,0,0,20,10,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,34,0,0,0,0,0,0,16,19,34,0,0,0,38,31,65
SAL41600,8,19,23,137,174,307,0,0,0,12,10,23,0,0,0,205,234,437,5,5,8,13,8,18,7,8,17,4,6,18,68,78,143,0,0,0,3,0,10,17,16,31,14,20,29,3,4,9,0,0,0,73,120,191,35,34,71,0,0,0,600,721,1323,0,0,0,6,4,10,0,0,0,0,0,0,0,0,0,7,5,14,11,5,16,956,918,1877,10,4,15,4,3,5,962,929,1896,103,90,195,1690,1771,3458
SAL41601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,6,0,6,0,0,0,13,5,17
SAL41602,0,9,9,115,160,273,0,0,0,7,11,16,0,0,0,104,125,224,14,18,31,11,4,10,3,5,10,0,0,0,84,96,173,0,0,0,3,4,9,6,8,15,8,8,19,3,8,5,0,0,3,77,97,172,38,41,81,3,3,11,472,574,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,12,14,902,798,1698,20,6,25,0,4,3,919,800,1724,98,92,194,1493,1489,2981
SAL41603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,0,0,0,3,5,6,0,0,0,7,9,15
SAL41604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,3,4,12
SAL41605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,4,4,7,0,0,0,4,7,11
SAL41606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,9,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,14,0,0,0,0,0,0,8,10,14,0,0,6,22,23,48
SAL41607,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,7,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,27,0,0,0,0,0,0,19,11,27,7,11,25,34,42,72
SAL41608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,15,0,0,0,0,0,0,12,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,0,3,4,17,15,33
SAL41609,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL41610,9,7,15,84,122,212,0,0,0,15,14,33,0,0,0,97,112,209,4,0,5,0,4,6,7,0,5,0,0,0,14,18,30,0,0,0,0,0,7,19,18,38,9,9,21,0,0,0,0,0,0,73,80,151,32,32,65,0,4,10,354,431,790,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,9,8,18,9,8,18,744,716,1461,10,6,11,0,3,9,752,721,1478,78,61,139,1210,1239,2445
SAL41611,0,0,0,3,0,6,0,0,0,4,0,9,0,0,0,9,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0,3,3,0,6,6,0,0,0,19,27,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,43,91,0,0,0,0,0,0,46,43,86,6,8,21,75,78,150
SAL41612,0,0,6,14,21,37,0,0,0,5,7,6,0,0,0,16,21,42,0,0,0,4,0,4,0,0,3,0,0,0,0,4,4,0,0,0,0,4,0,4,11,12,5,5,9,0,0,0,0,0,0,11,17,24,4,5,13,0,0,0,64,96,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,6,139,106,252,0,0,0,0,0,3,142,107,248,26,22,50,239,227,470
SAL41613,0,0,0,15,15,31,0,0,0,0,0,4,0,0,0,24,26,47,0,0,0,0,0,0,4,5,5,0,0,0,7,9,18,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,19,12,32,9,5,16,0,0,0,73,78,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,101,191,0,0,0,0,0,0,92,101,191,17,9,28,184,193,376
