SAL_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SAL10050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4
SAL10051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,0,0,0,0,0,5
SAL10053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,7,3,3,0,0,20
SAL10054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,0,0,7,0,0,0,0,0,0,0,0,4,5,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,0,0,7
SAL10055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,3,6,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,4,0,0,0,12
SAL10056,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,4,4,0,0,18,0,0,0,0,0,0,0,0,4,5,6,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,10,7,4,4,3,0,0,30
SAL10057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4
SAL10059,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,8,0,6,0,0,18,0,0,0,0,0,0,0,0,6,3,8,6,3,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,3,3,0,4,26
SAL10060,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,4,0,0,5,0,0,0,0,9,4,4,6,4,3,0,0,25,0,0,0,0,0,0,0,0,6,6,11,9,4,0,0,40,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,3,0,0,13,0,0,0,0,0,0,0,0,0,8,4,0,4,0,0,22,15,16,13,8,7,0,0,57
SAL10061,4,3,3,5,7,0,0,23,24,19,8,3,7,0,0,57,22,7,8,5,4,0,0,47,116,137,60,49,50,17,9,444,0,0,0,0,0,0,0,5,165,170,76,57,67,24,8,569,0,0,4,6,0,0,0,11,0,0,0,0,6,0,0,12,0,0,0,5,0,0,0,11,18,30,22,21,22,3,3,128,0,0,0,0,0,0,0,5,26,34,30,22,32,4,0,158,187,207,114,83,95,26,18,733
SAL10062,61,99,40,26,23,14,3,263,87,75,46,33,29,17,4,287,78,88,31,14,26,13,8,259,219,221,119,78,97,65,23,815,0,0,0,0,0,0,0,3,446,478,240,146,173,110,32,1632,5,9,5,5,3,6,4,39,7,0,3,6,5,7,7,33,0,4,6,9,5,4,0,24,13,21,17,18,15,18,7,107,0,0,0,0,0,0,0,3,17,38,32,30,34,28,16,205,460,512,275,180,207,140,51,1835
SAL10063,3,3,4,4,3,6,5,27,4,10,6,3,3,0,0,29,6,11,0,0,5,6,0,26,30,36,44,32,44,23,9,219,0,0,0,0,0,0,0,0,37,54,60,41,55,34,19,299,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,3,4,0,9,0,0,19,0,0,0,0,0,0,0,0,9,10,4,0,14,5,0,33,46,64,63,46,69,38,19,334
SAL10064,12,16,6,7,0,9,4,45,17,16,7,8,6,7,0,62,10,17,8,11,7,5,0,53,239,212,115,47,54,19,7,699,0,3,0,0,0,0,0,4,279,264,138,66,76,34,15,871,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,3,3,0,0,0,0,0,7,24,31,23,12,10,0,3,103,0,5,0,0,0,0,0,0,29,39,23,14,19,7,3,132,307,296,161,86,95,38,22,1005
SAL10065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,6,5,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,4,0,0,15
SAL10066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,13
SAL10067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,5,0,0,0,0,26,0,0,0,0,0,0,0,0,4,11,5,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,5,0,0,0,0,26
SAL10069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,8
SAL10070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,3,4,8,4,0,36,0,0,0,0,0,0,0,0,11,9,5,4,9,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,6,0,0,0,13,0,0,0,0,0,0,0,0,0,5,9,6,0,0,0,13,13,13,11,9,5,5,0,53
SAL10071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,5,0,0,18,0,0,0,0,0,0,0,0,5,5,4,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,10,8,6,4,3,5,0,0,27
SAL10072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10073,3,0,0,3,6,7,5,22,5,7,6,0,9,6,3,49,4,0,5,3,0,6,0,15,40,43,39,40,51,25,3,235,0,0,0,0,0,0,0,0,60,58,49,43,67,41,12,324,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,3,6,7,4,6,5,0,29,0,0,0,0,0,0,0,0,9,6,4,5,5,5,0,39,63,63,60,51,74,45,12,361
SAL10074,3,3,3,0,0,0,0,13,3,9,3,3,0,3,0,27,5,3,0,0,3,0,0,19,36,51,25,23,25,4,0,176,0,0,0,0,0,0,0,0,56,61,40,30,34,10,0,230,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,11,12,6,3,0,0,49,0,0,0,0,0,0,0,0,11,9,13,11,3,4,0,56,64,73,54,36,36,15,3,289
SAL10075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,3,5,0,0,18,0,0,0,0,0,0,0,0,7,7,0,3,5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,7,6,0,9,0,0,27
SAL10077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,19,21,5,4,0,0,0,50,0,0,0,0,0,0,0,0,22,21,6,0,3,0,0,48,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,4,0,13,0,0,0,0,0,0,0,0,5,3,5,0,4,4,0,21,20,24,11,0,4,4,0,70
SAL10078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL10079,8,0,0,0,3,0,0,15,4,6,0,0,0,0,0,10,6,4,0,0,0,0,0,9,41,45,16,19,10,0,0,136,0,0,0,0,0,0,0,0,54,48,20,18,16,0,0,166,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,5,19,13,10,10,15,4,0,71,0,0,0,0,0,0,0,3,17,22,15,13,16,4,0,89,77,73,32,33,32,8,3,253
SAL10080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,10,4,3,7,0,0,0,20,0,0,0,0,0,0,0,0,9,9,3,6,0,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12,15,6,4,10,6,4,0,39
SAL10081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,22,10,5,0,3,78,0,0,0,0,0,0,0,0,12,25,22,10,3,0,3,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,7,15,34,22,10,6,0,3,92
SAL10083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9
SAL10084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7
SAL10085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,6,5,0,0,23,0,0,0,0,0,0,0,0,0,4,10,6,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,5,0,0,0,10,0,0,0,0,0,0,0,0,4,6,6,5,0,0,0,10,5,6,9,8,5,0,0,31
SAL10086,213,230,137,56,91,44,26,793,48,60,34,25,31,5,0,206,59,63,38,19,29,10,3,208,594,612,328,262,327,58,17,2200,7,11,4,4,0,0,0,17,926,966,539,362,473,119,48,3434,8,41,33,20,22,12,7,134,17,26,20,19,20,7,6,116,8,7,9,9,17,0,3,43,219,252,157,112,149,20,7,912,8,10,7,7,0,0,0,35,260,331,214,169,206,42,25,1239,1185,1298,751,531,680,157,70,4673
SAL10087,304,211,94,58,92,64,44,866,72,67,56,38,37,20,4,293,75,65,38,12,21,14,6,228,147,105,60,41,59,28,12,450,0,7,9,5,3,0,0,21,608,455,251,153,205,117,61,1857,18,18,19,19,27,14,9,121,5,19,13,10,7,9,3,67,6,14,12,15,11,3,0,61,34,31,11,19,16,11,5,125,4,5,0,0,0,0,0,16,63,91,51,56,61,38,22,388,672,547,306,213,266,157,84,2248
SAL10088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,3,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,10,4,3,3,3,3,3,0,21
SAL10090,0,3,3,0,0,0,0,6,0,6,0,4,0,0,0,12,0,8,8,0,3,0,0,18,8,22,18,8,8,4,0,62,0,0,0,0,0,0,0,0,14,30,23,16,15,8,0,99,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,4,6,3,5,0,0,16,0,0,0,0,0,0,0,0,4,9,6,3,5,0,0,26,14,41,27,17,15,8,0,129
SAL10091,263,466,200,84,94,53,30,1196,41,36,20,20,16,12,9,156,64,67,39,24,26,11,9,239,96,72,52,34,61,42,17,369,0,5,3,0,0,0,0,7,461,644,321,158,201,116,68,1958,15,41,40,17,20,20,12,164,6,4,0,0,3,0,3,17,0,10,11,6,7,3,0,38,6,16,9,9,17,16,0,74,0,5,0,0,0,0,0,5,32,73,59,33,51,36,19,300,489,715,379,184,248,154,79,2254
SAL10092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12
SAL10093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,9,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,9
SAL10094,12,27,12,8,21,20,13,108,16,27,24,12,20,13,3,112,24,27,21,9,17,9,4,110,66,92,65,55,65,43,15,402,0,0,0,0,0,0,0,0,116,170,119,88,121,85,37,731,0,3,4,5,4,0,0,15,0,9,0,4,3,6,0,19,0,0,3,0,5,0,0,4,3,3,15,6,14,10,5,51,0,0,0,0,0,0,0,0,10,15,16,12,17,12,7,88,122,190,130,100,138,100,42,825
SAL10095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,0,0,0,20,0,0,0,0,0,0,0,0,6,3,3,3,5,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,4,5,3,5,4,0,30
SAL10096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,6,7,10,0,0,38,0,0,0,0,0,0,0,0,7,8,8,7,10,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,13,12,8,7,8,0,0,44
SAL10097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL10098,106,137,72,48,59,31,15,465,21,28,16,12,17,8,0,99,18,18,5,0,9,0,5,60,26,23,17,6,13,0,3,91,4,3,0,0,0,0,0,13,182,213,110,70,97,39,21,736,12,28,25,13,19,8,3,112,17,8,9,4,8,0,0,48,3,11,4,4,0,3,0,30,27,32,9,6,13,0,0,86,0,7,5,4,3,0,0,19,54,87,56,29,49,15,10,293,239,298,167,100,145,52,27,1030
SAL10099,424,398,206,100,126,108,73,1431,107,74,36,20,34,18,6,304,92,84,33,23,29,18,13,293,242,180,95,70,90,53,31,767,0,3,4,0,0,0,0,9,876,742,377,211,278,198,118,2800,21,39,53,39,45,49,32,277,5,25,9,12,7,6,3,73,10,14,18,8,10,11,3,74,31,44,30,20,34,18,7,185,0,0,0,0,0,0,0,0,69,117,107,74,107,81,52,616,947,859,486,287,385,278,177,3417
SAL10100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,16,8,12,0,0,59,0,0,0,0,0,0,0,0,13,9,16,10,12,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,12,14,9,7,9,0,0,40,0,0,0,0,0,0,0,0,12,12,14,7,9,0,0,45,22,25,25,20,21,0,0,110
SAL10101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,24,19,9,6,8,0,0,60,0,0,0,0,0,0,0,0,23,16,12,9,7,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,11,28,20,11,15,8,0,0,83
SAL10102,8,15,3,5,7,0,0,35,0,5,0,3,0,0,0,14,4,3,0,0,0,0,0,11,95,83,44,40,35,11,5,303,7,0,0,0,0,0,0,7,113,105,47,45,45,8,5,374,0,3,0,0,0,0,0,6,3,3,3,0,0,0,0,9,5,0,0,0,0,0,0,9,115,97,60,41,35,0,0,351,5,0,3,4,4,0,0,16,126,104,65,43,39,0,0,390,243,212,118,90,79,13,3,762
SAL10103,23,43,23,25,13,6,3,134,4,14,6,12,10,0,3,57,9,17,5,8,5,4,0,64,149,190,133,79,125,34,15,734,3,0,0,0,0,0,0,3,189,266,170,126,157,48,26,982,6,5,3,5,3,0,0,16,3,3,0,3,3,0,0,13,0,5,5,3,0,0,0,16,19,55,42,25,27,13,3,186,0,0,0,0,0,0,0,0,29,61,47,33,39,15,0,227,214,329,220,156,197,66,29,1208
SAL10104,262,272,118,62,72,52,19,862,30,27,14,5,9,8,0,97,49,26,19,5,10,3,0,117,63,61,54,40,56,18,5,297,0,0,0,0,0,0,0,4,404,386,203,113,144,86,33,1377,11,28,12,12,21,14,14,111,0,0,3,3,0,0,0,13,5,10,9,3,0,6,0,34,10,15,14,6,10,8,6,67,0,0,0,0,0,0,0,8,29,53,45,25,41,26,13,227,436,439,251,139,184,104,49,1600
SAL10105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,5,0,0,6,0,0,0,0,0,0,0,0,4,6,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,3,3,0,0,15
SAL10106,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,28,24,18,9,15,0,0,93,0,0,0,0,0,0,0,0,31,27,16,9,15,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,5,3,0,0,22,0,0,0,0,0,0,0,0,5,3,8,5,3,0,0,22,34,30,21,13,16,0,0,116
